cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
25,2,0,761255.0,100000000583220100|100000004586598100,"Observed 2 nodes, 0 seeds, 761,255 KZT internal; role pattern insufficient for a group function."
26,8,0,389000.0,100000005507142100|100000002612809100|100000005264874100,"Observed 8 nodes, 0 seeds, 389,000 KZT internal; role pattern insufficient for a group function."
27,13,1,1392916.0,100000001380054100|100000003164661100|100000000703894100,"Observed 13 nodes, 1 seed, 1,392,916 KZT internal; 1 terminal candidates suggest observed receipt for review."
28,41,0,5151924.19,100000003242289100|100000008413748100|100000008221543100,"Observed 41 nodes, 0 seeds, 5,151,924 KZT internal; 5 terminal candidates suggest observed receipt for review."
29,18,0,3422800.0,100000008137435100|100000003701161100|100000002267998100,"Observed 18 nodes, 0 seeds, 3,422,800 KZT internal; 3 terminal candidates suggest observed receipt for review."
30,7,0,3077000.0,100000002241986100|100000001053894100|100000002594214100,"Observed 7 nodes, 0 seeds, 3,077,000 KZT internal; role pattern insufficient for a group function."
31,4,0,518000.0,100000003163886100|100000002205022100|100000000629812100,"Observed 4 nodes, 0 seeds, 518,000 KZT internal; 1 terminal candidates suggest observed receipt for review."
32,20,0,617900.0,100000003154105100|100000001427082100|100000002185328100,"Observed 20 nodes, 0 seeds, 617,900 KZT internal; role pattern insufficient for a group function."
33,13,0,6748650.0,100000007442518100|100000000673868100|100000000821507100,"Observed 13 nodes, 0 seeds, 6,748,650 KZT internal; 6 terminal candidates suggest observed receipt for review."
34,17,1,2977887.0,100000004160650100|100000004144536100|100000002731501100,"Observed 17 nodes, 1 seed, 2,977,887 KZT internal; 5 terminal candidates suggest observed receipt for review."
35,25,0,5089597.0,100000006977207100|100000005527892100|100000002531406100,"Observed 25 nodes, 0 seeds, 5,089,597 KZT internal; 9 terminal candidates suggest observed receipt for review."
36,11,0,3784703.0,100000003004487100|100000002175422100|100000002710570100,"Observed 11 nodes, 0 seeds, 3,784,703 KZT internal; 2 terminal candidates suggest observed receipt for review."
37,3,1,450000.0,100000002371751100|100000000769919100|100000007018630100,"Observed 3 nodes, 1 seed, 450,000 KZT internal; 1 terminal candidates suggest observed receipt for review."
38,9,0,1406982.0,100000002217161100|100000007647294100|100000001445848100,"Observed 9 nodes, 0 seeds, 1,406,982 KZT internal; 1 terminal candidates suggest observed receipt for review."
39,4,1,1404980.0,100000001872484100|100000000785800100|100000002459163100,"Observed 4 nodes, 1 seed, 1,404,980 KZT internal; role pattern insufficient for a group function."
40,44,0,10215968.84,100000005933757100|100000002605308100|100000001937767100,"Observed 44 nodes, 0 seeds, 10,215,969 KZT internal; 3 terminal candidates suggest observed receipt for review."
41,61,3,8902320.0,100000004015047100|100000008748408100|100000001411870100,"Observed 61 nodes, 3 seeds, 8,902,320 KZT internal; 9 terminal candidates suggest observed receipt for review."
42,10,0,322010.0,100000008172352100|100000000993112100|100000007322059100,"Observed 10 nodes, 0 seeds, 322,010 KZT internal; 1 terminal candidates suggest observed receipt for review."
43,30,1,6513430.0,100000003854444100|100000003873332100|100000007594394100,"Observed 30 nodes, 1 seed, 6,513,430 KZT internal; 7 terminal candidates suggest observed receipt for review."
44,4,0,1595700.0,100000001052945100|100000001131403100|100000004616845100,"Observed 4 nodes, 0 seeds, 1,595,700 KZT internal; role pattern insufficient for a group function."
45,4,0,832800.0,100000003159641100|100000008625905100|100000001065234100,"Observed 4 nodes, 0 seeds, 832,800 KZT internal; role pattern insufficient for a group function."
46,25,0,7556605.0,100000008710843100|100000008743913100|100000001303311100,"Observed 25 nodes, 0 seeds, 7,556,605 KZT internal; 9 terminal candidates suggest observed receipt for review."
47,29,0,446070.0,100000008460102100|100000001164648100|100000004891562100,"Observed 29 nodes, 0 seeds, 446,070 KZT internal; 1 distributor candidates suggest distribution for review."
48,5,0,172000.0,100000005031696100|100000004659919100|100000001223977100,"Observed 5 nodes, 0 seeds, 172,000 KZT internal; role pattern insufficient for a group function."
49,26,14,2289450.0,100000004403675100|100000004744306100|100000005394708100,"Observed 26 nodes, 14 seeds, 2,289,450 KZT internal; 1 coordinator candidates suggest coordination for review."
50,6,0,2540000.0,100000004717647100|100000004479404100|100000002922000100,"Observed 6 nodes, 0 seeds, 2,540,000 KZT internal; role pattern insufficient for a group function."
51,7,3,4442461.0,100000003404627100|100000002681449100|100000008232832100,"Observed 7 nodes, 3 seeds, 4,442,461 KZT internal; 1 consolidator candidates suggest collection for review."
52,4,1,79050.0,100000003148220100|100000006888238100|100000001852140100,"Observed 4 nodes, 1 seed, 79,050 KZT internal; role pattern insufficient for a group function."
53,10,0,603900.0,100000003635170100|100000003321423100|100000004209339100,"Observed 10 nodes, 0 seeds, 603,900 KZT internal; 1 terminal candidates suggest observed receipt for review."
54,3,0,553830.0,100000003321895100|100000003692843100|100000002371892100,"Observed 3 nodes, 0 seeds, 553,830 KZT internal; role pattern insufficient for a group function."
55,6,1,275885.0,100000005895525100|100000002462183100|100000005056870100,"Observed 6 nodes, 1 seed, 275,885 KZT internal; 2 terminal candidates suggest observed receipt for review."
56,4,0,332709.0,100000002513028100|100000004610802100|100000002516862100,"Observed 4 nodes, 0 seeds, 332,709 KZT internal; role pattern insufficient for a group function."
57,6,0,2534500.0,100000003747133100|100000004722765100|100000002578653100,"Observed 6 nodes, 0 seeds, 2,534,500 KZT internal; 1 transit candidates suggest movement for review."
58,5,1,2809200.0,100000004135268100|100000007507343100|100000002738256100,"Observed 5 nodes, 1 seed, 2,809,200 KZT internal; 2 transit candidates suggest movement for review."
59,3,1,390167.62,100000002781227100|100000002796853100|100000008522127100,"Observed 3 nodes, 1 seed, 390,168 KZT internal; 1 transit candidates suggest movement for review."
60,6,0,720900.0,100000007472293100|100000008761219100|100000006638021100,"Observed 6 nodes, 0 seeds, 720,900 KZT internal; role pattern insufficient for a group function."
61,2,1,30000.0,100000003980083100|100000003200071100,"Observed 2 nodes, 1 seed, 30,000 KZT internal; role pattern insufficient for a group function."
62,10,0,1727065.0,100000005519998100|100000004076740100|100000004336312100,"Observed 10 nodes, 0 seeds, 1,727,065 KZT internal; 2 transit candidates suggest movement for review."
63,1,1,0.0,100000003265658100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
64,1,1,0.0,100000003349739100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
65,7,0,1765600.0,100000007392365100|100000007865484100|100000008551752100,"Observed 7 nodes, 0 seeds, 1,765,600 KZT internal; role pattern insufficient for a group function."
66,7,0,1268308.0,100000008011159100|100000006169033100|100000005754335100,"Observed 7 nodes, 0 seeds, 1,268,308 KZT internal; role pattern insufficient for a group function."
67,1,1,0.0,100000003770083100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
68,2,1,81465.0,100000003865939100|100000005392290100,"Observed 2 nodes, 1 seed, 81,465 KZT internal; role pattern insufficient for a group function."
69,1,1,0.0,100000004021459100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
70,3,0,1557988.0,100000008258458100|100000004035925100|100000008619159100,"Observed 3 nodes, 0 seeds, 1,557,988 KZT internal; role pattern insufficient for a group function."
71,6,1,383300.0,100000004331458100|100000005546031100|100000004094958100,"Observed 6 nodes, 1 seed, 383,300 KZT internal; 1 terminal candidates suggest observed receipt for review."
72,1,1,0.0,100000004174835100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
73,3,1,450816.0,100000005034574100|100000007283257100|100000004388983100,"Observed 3 nodes, 1 seed, 450,816 KZT internal; 2 terminal candidates suggest observed receipt for review."
74,3,0,627870.0,100000008628231100|100000004666651100|100000005664632100,"Observed 3 nodes, 0 seeds, 627,870 KZT internal; 2 terminal candidates suggest observed receipt for review."
75,1,1,0.0,100000005017150100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
76,1,1,0.0,100000005087431100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
77,1,1,0.0,100000005235389100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
78,1,1,0.0,100000005480435100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
79,1,1,0.0,100000005495722100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
80,1,1,0.0,100000005550592100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
81,1,1,0.0,100000005560900100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
82,1,1,0.0,100000005568407100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
83,5,2,108007.0,100000006562026100|100000007347733100|100000008129393100,"Observed 5 nodes, 2 seeds, 108,007 KZT internal; role pattern insufficient for a group function."
84,2,0,584900.0,100000008430691100|100000007330432100,"Observed 2 nodes, 0 seeds, 584,900 KZT internal; role pattern insufficient for a group function."
85,2,0,857500.0,100000008324800100|100000007390016100,"Observed 2 nodes, 0 seeds, 857,500 KZT internal; 1 transit candidates suggest movement for review."
86,1,1,0.0,100000008117324100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
87,1,1,0.0,100000008205000100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
88,1,1,0.0,100000008513251100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
89,1,1,0.0,100000008669037100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
90,1,1,0.0,100000008701222100,"Observed 1 node, 1 seed, 0 internal KZT; no collective role can be inferred."
